2017-04-30 11:52:09.009656,inside temp #1,18.875
2017-04-30 11:52:12.066801,outside temp cold,15.88
2017-04-30 11:52:12.914194,inside temp #1,18.875
2017-04-30 11:52:15.968187,outside temp cold,15.88
2017-04-30 11:52:16.829645,inside temp #1,18.875
2017-04-30 11:52:19.886319,outside temp cold,15.88
2017-04-30 11:52:20.749402,inside temp #1,18.875
2017-04-30 11:52:23.805998,outside temp cold,15.88
2017-04-30 11:52:24.671026,inside temp #1,18.875
2017-04-30 11:52:27.712735,outside temp cold,15.88
2017-04-30 11:52:28.554089,inside temp #1,18.875
2017-04-30 11:52:31.610280,outside temp cold,15.88
2017-04-30 11:52:32.470727,inside temp #1,18.875
2017-04-30 11:52:35.526784,outside temp cold,15.88
2017-04-30 11:52:36.389560,inside temp #1,18.875
2017-04-30 11:52:39.446061,outside temp cold,15.88
2017-04-30 11:52:40.313614,inside temp #1,18.875
2017-04-30 11:52:43.370066,outside temp cold,15.88
2017-04-30 11:52:44.231292,inside temp #1,18.875
2017-04-30 11:52:47.286559,outside temp cold,15.88
2017-04-30 11:52:48.134348,inside temp #1,18.875
2017-04-30 11:52:51.188405,outside temp cold,15.88
2017-04-30 11:52:52.050060,inside temp #1,18.875
2017-04-30 11:52:55.106280,outside temp cold,15.88
2017-04-30 11:52:55.970042,inside temp #1,18.875
2017-04-30 11:52:59.004493,outside temp cold,15.88
2017-04-30 11:52:59.859984,inside temp #1,18.875
2017-04-30 11:53:02.918185,outside temp cold,15.88
2017-04-30 11:53:03.779615,inside temp #1,18.875
2017-04-30 11:53:06.835786,outside temp cold,15.88
2017-04-30 11:53:07.700072,inside temp #1,18.875
2017-04-30 11:53:10.756376,outside temp cold,15.88
2017-04-30 11:53:11.620032,inside temp #1,18.875
2017-04-30 11:53:14.683805,outside temp cold,15.88
2017-04-30 11:53:15.539233,inside temp #1,18.875
2017-04-30 11:53:18.598522,outside temp cold,15.88
2017-04-30 11:53:19.460805,inside temp #1,18.875
